ZipCode	Population	PersonsPerHousehold	AverageHouseValue	IncomePerHousehold	State	City	CountyName	popden	electricity (kWh)	Nat. Gas (cu.ft.)	FUELOIL (gallons)	Vehicle miles traveled	Transport (tCO2e/yr)	Housing (tCO2e/yr)	Food (tCO2e/yr)	Goods (tCO2e/yr)	Services (tCO2e/yr)	Total Household Carbon Footprint (tCO2e/yr)	HouseholdsPerZipCode	Total Zip Code Carbon Footprint (tCO2e/yr)
7457	2498	2.68	210200	71083	NJ	RIVERDALE	MORRIS	1222.754193	10730.59421	74519.7402	153.6202687	27613	19.79388343	15.43577361	8.04	7.087550188	8.287301442	58.64450868	940	55125.83816
7458	10939	2.99	679300	129163	NJ	SADDLE RIVER	BERGEN	1066.469862	16402.52553	110520.6523	91.34869484	36861	27.76476914	16.84777832	8.97	10.92151577	13.33001874	77.83408197	3742	291255.1347
7460	3602	2.88	151600	69459	NJ	STOCKHOLM	SUSSEX	113.8581272	10421.79229	21004.05026	544.430393	29763	20.97386137	16.56240568	8.64	7.087096647	8.161805704	61.4251694	1524	93611.95817
7461	18296	2.99	157100	59458	NJ	SUSSEX	SUSSEX	213.3843341	10288.72392	24935.2848	518.4638169	29958	20.67879181	16.58501707	8.97	6.456714188	7.297811245	59.98833432	6665	399822.2482
7462	6733	2.62	146000	59187	NJ	VERNON	SUSSEX	580.689241	8818.159418	47027.78333	210.8506132	23685	16.90142004	13.0409058	7.86	6.314245334	7.256186284	51.37275746	3340	171585.0099
7463	9622	2.81	229400	75532	NJ	WALDWICK	BERGEN	4616.240801	12037.46086	91266.33624	74.65420658	25594	18.6988359	16.39439224	8.43	7.419213764	8.679096176	59.62153809	3495	208377.2756
7465	5274	2.79	195700	73048	NJ	WANAQUE	PASSAIC	660.4043869	11250.07862	81408.16945	85.27432142	30521	21.65167406	15.34893468	8.37	7.227811489	8.459442064	61.0578623	1915	116925.8063
7470	54069	2.74	284800	83651	NJ	WAYNE	PASSAIC	2274.50593	12016.5768	83787.30196	86.43202351	25138	18.76721127	16.0993186	8.22	7.914655562	9.378133376	60.37931881	19218	1160369.749
7480	16029	2.84	176700	75691	NJ	WEST MILFORD	PASSAIC	450.4168822	11688.37481	70192.64279	189.3172373	32468	22.92029277	13.30116056	8.52	7.447277264	8.695452912	60.88418351	5835	355259.2108
7481	16508	2.89	417500	103614	NJ	WYCKOFF	BERGEN	2522.695549	14005.2951	96622.81939	84.4810478	30515	22.84773856	14.74350478	8.67	9.247978409	11.11364949	66.62287124	5638	375619.748
7501	32998	3.12	116500	24938	NJ	PATERSON	PASSAIC	17868.99822	7008.8199	61126.87274	71.53919549	10585	7.331477783	11.01328365	9.36	4.279582812	4.315416307	36.29976055	11011	399696.6634
7502	13719	3.21	138900	44087	NJ	PATERSON	PASSAIC	16448.8711	9199.925861	78053.75055	74.79155169	16868	11.95187208	13.57187858	9.63	5.539279788	5.977368532	46.67039898	4408	205723.1187
7503	19064	3.22	132800	32668	NJ	PATERSON	PASSAIC	12345.04744	7783.300564	66755.5996	85.43500698	14565	10.06782785	12.04515645	9.66	4.810849345	4.989612743	41.57344639	6175	256716.0315
7504	13072	3.5	157900	45412	NJ	PATERSON	PASSAIC	15682.3226	9052.804769	81009.25187	135.9693339	16625	11.78282938	14.49994687	10.5	5.724295026	6.106579378	48.61365066	3884	188815.4192
7505	4531	2.57	297500	24135	NJ	PATERSON	PASSAIC	21721.93431	6089.058267	47495.02958	78.6679196	8266	5.935854006	9.487292575	7.71	4.142326669	4.233459425	31.50893267	825	25994.86946
7506	18211	2.5	198600	55340	NJ	HAWTHORNE	PASSAIC	5369.578306	9580.98939	75042.41179	122.9332076	22016	15.75801512	14.37586563	7.5	6.014024042	6.915454233	50.56335902	7417	375028.4339
7508	21958	2.9	199300	52695	NJ	HALEDON	PASSAIC	4316.395442	9919.740828	79032.21871	95.3243967	21780	15.39961136	14.44379999	8.7	5.987436311	6.707305315	51.23815298	7472	382851.4791
7512	9892	2.63	197500	60408	NJ	TOTOWA	PASSAIC	2447.440159	10981.90485	84022.73841	96.60949645	24052	17.18230765	15.51999721	7.89	6.385368051	7.360821277	54.33849419	3630	197248.7339
7513	12807	3.7	138000	38190	NJ	PATERSON	PASSAIC	20564.17816	8477.301174	68893.64672	107.9606691	14877	10.32413252	12.9430469	11.1	5.382857725	5.499191937	45.24922908	3652	165250.1846
7514	18312	2.95	138900	35115	NJ	PATERSON	PASSAIC	20001.50732	7580.091396	66127.23482	133.2079472	13849	9.790115933	12.51469637	8.85	4.881931504	5.18893212	41.22567593	6411	264297.8084
7522	21677	3.36	120300	31728	NJ	PATERSON	PASSAIC	23770.46484	7939.92399	68124.57095	91.28438899	13109	9.086979794	12.34865261	10.08	4.814926916	4.917604002	41.24816332	6831	281766.2037
7524	13057	3.48	136200	32558	NJ	PATERSON	PASSAIC	17224.91194	7793.647617	66621.00614	62.47329258	13596	9.401548271	11.82122446	10.44	4.893152641	4.993071801	41.54899717	3978	165281.9107
7601	42677	2.26	187300	49316	NJ	HACKENSACK	BERGEN	10344.30186	6599.877607	47422.30867	88.41740635	14039	10.66931613	9.958360833	6.78	5.542080433	6.381637858	39.33139526	18945	745133.2831
7603	8249	2.85	166700	59813	NJ	BOGOTA	BERGEN	10543.87423	9955.788388	75188.08427	162.8762159	20953	15.19155189	15.09977511	8.55	6.429432483	7.321266928	52.59202641	2915	153305.757
7604	11662	2.58	215300	64529	NJ	HASBROUCK HEIGHTS	BERGEN	7576.59921	10093.10803	74618.51858	131.5469532	21223	15.62326111	14.81068116	7.74	6.631670067	7.714883739	52.52049608	4617	242487.1304
7605	8914	2.72	282500	72440	NJ	LEONIA	BERGEN	6085.671841	10091.93685	77169.46729	123.7833504	20912	15.71711044	14.88192421	8.16	7.188836201	8.406821767	54.35469262	3343	181707.7374
7606	2185	2.79	186400	59167	NJ	SOUTH HACKENSACK	BERGEN	2286.595735	9388.067445	75097.53927	76.40514006	22488	16.12521615	13.52610485	8.37	6.3665761	7.26224286	51.65013996	802	41423.41224
7607	9523	2.56	197900	62113	NJ	MAYWOOD	BERGEN	7326.196132	9795.923664	72734.88947	163.5626224	21289	15.57084604	14.86470637	7.68	6.4696462	7.50474896	52.08994757	3777	196743.732
7608	18	2.57	0	44167	NJ	TETERBORO	BERGEN	23.63749537	7368.560838	67252.64393	108	23678	16.4569564	10.54090134	7.71	5.119079525	5.922511372	45.74944864	8	365.9955891
7620	1649	3.1	1000001	128287	NJ	ALPINE	BERGEN	333.8261436	16920.14529	105146.9836	58.28469753	42796	31.35289956	16.23168177	9.3	10.90110248	13.25939565	81.04507945	547	44331.65846
7621	26272	2.92	184400	62166	NJ	BERGENFIELD	BERGEN	9036.718548	10358.58253	77842.51354	112.5744391	20858	15.21309388	14.86586877	8.76	6.601714551	7.528025942	52.96870314	9157	485034.4147
7624	8912	2.98	359800	85485	NJ	CLOSTER	BERGEN	1947.309459	13026.73677	90574.67779	86.539242	27350	20.13928375	13.9232057	8.94	8.118003024	9.549319743	60.66981221	3046	184800.248
7626	7746	2.91	281100	84692	NJ	CRESSKILL	BERGEN	3628.206708	12734.64789	91812.23341	56.67751123	26904	19.85137981	13.49767374	8.73	8.04214915	9.477054166	59.59825686	2702	161034.49
7627	4845	3.02	360300	103286	NJ	DEMAREST	BERGEN	2343.70465	14223.10032	99677.05067	45.44216939	30179	22.59329925	14.49374198	9.06	9.273416735	11.09201139	66.51246936	1634	108681.3749
7628	17478	2.75	195000	65497	NJ	DUMONT	BERGEN	8818.40978	10778.96345	78809.31586	127.9324179	21760	15.94807797	15.42693289	8.25	6.754484056	7.807486631	54.18698154	6455	349776.9659
7630	7197	2.91	260600	74556	NJ	EMERSON	BERGEN	3019.591472	13156.17887	93506.2535	49.38930373	26212	19.01324958	16.93346765	8.73	7.392390068	8.599818423	60.66892572	2398	145484.0839
7631	26203	2.79	212400	58379	NJ	ENGLEWOOD	BERGEN	5278.370967	9302.564704	75602.37104	120.4135845	17810	13.21826558	14.11533307	8.37	6.312487885	7.193525018	49.20961155	9614	473101.2055
7632	5322	2.9	507100	106478	NJ	ENGLEWOOD CLIFFS	BERGEN	2187.698982	14579.31927	102447.2157	31.54275995	28429	21.67879362	18.28197895	8.7	9.43514672	11.36203795	69.45795724	1889	131206.0812
7640	4740	3.03	349700	100302	NJ	HARRINGTON PARK	BERGEN	2533.362622	14257.95061	96263.81461	78.27768823	30854	22.88461523	14.7433419	9.09	9.085704312	10.83427568	66.63793713	1583	105487.8545
7641	3390	2.98	378400	101836	NJ	HAWORTH	BERGEN	1734.856595	14473.2528	101873.7577	52.51300282	30882	22.97735863	14.82297141	8.94	9.166169041	10.96444224	66.87094132	1146	76634.09875
7642	10087	2.87	291800	82904	NJ	HILLSDALE	BERGEN	3383.18503	12716.00949	92656.63983	103.815169	27869	20.38260539	17.37784515	8.61	7.913234273	9.320232282	63.6039171	3547	225603.0939
7643	10800	2.47	192800	49958	NJ	LITTLE FERRY	BERGEN	7075.165775	7799.323454	61468.25444	44.3790295	19213	13.82290788	11.20416774	7.41	5.658293247	6.448103246	44.54347211	4449	198173.9074
7644	23971	2.5	172600	43421	NJ	LODI	BERGEN	10590.59663	7476.557343	60551.86641	140.6848941	17127	12.26548593	12.12675261	7.5	5.249967364	5.883906006	43.02611191	9908	426302.7168
7645	7034	2.8	346400	93031	NJ	MONTVALE	BERGEN	1769.840697	13034.51178	93906.41471	67.87443357	27858	20.80638593	13.97584079	8.4	8.537397089	10.19305494	61.91267875	2590	160353.838
7646	16400	2.54	223400	59118	NJ	NEW MILFORD	BERGEN	7099.038513	9791.163981	73065.78434	115.5647989	21221	15.41187728	14.26525918	7.62	6.270506063	7.244503735	50.81214626	6437	327077.7855
7647	4851	2.84	250200	74423	NJ	NORTHVALE	BERGEN	2117.187715	12361.6379	91564.74715	44.49497924	26099	18.95654057	13.23073099	8.52	7.358844895	8.584673563	56.65079003	1676	94946.72408
7648	5756	2.97	345200	92754	NJ	NORWOOD	BERGEN	2108.505232	13300.06372	89880.82428	37.86401284	30641	22.4622487	13.38630911	8.91	8.580401483	10.17790739	63.51686668	1890	120046.878
7649	8047	2.83	330900	91014	NJ	ORADELL	BERGEN	3301.677385	13239.6168	92782.14165	64.56031944	27317	20.38369314	17.17644642	8.49	8.418821704	10.02004806	64.48900933	2833	182697.3634
7650	17073	2.73	231700	48015	NJ	PALISADES PARK	BERGEN	14112.38994	7816.430964	61592.05571	95.20852948	16704	12.13213796	11.81370041	8.19	5.626667931	6.293441661	44.05594795	6386	281341.2836
7652	25737	3	284800	76918	NJ	PARAMUS	BERGEN	2489.131508	12799.67649	92324.40037	74.47936217	26660	19.36122835	16.97895379	9	7.575971643	8.808913858	61.72506764	8209	506701.0803
7656	8708	2.67	307000	86632	NJ	PARK RIDGE	BERGEN	3353.266296	11885.17719	88451.14959	57.71329739	26369	19.66425742	16.0152365	8.01	8.080730533	9.632494446	61.4027189	3258	200050.0582
7657	10830	2.69	239100	54081	NJ	RIDGEFIELD	BERGEN	4149.806879	9305.325974	69687.53723	127.881168	20325	14.61680686	13.85171138	8.07	6.001226597	6.816356312	49.35610115	4120	203347.1367
7660	12873	2.56	171300	51825	NJ	RIDGEFIELD PARK	BERGEN	7427.632084	8322.066645	63252.83745	146.4721049	18954	13.71574236	12.99598648	7.68	5.810143296	6.614358143	46.81623028	5134	240354.5263
7661	10946	2.62	252700	71792	NJ	RIVER EDGE	BERGEN	5821.659168	10841.36198	83150.57693	108.7866841	23033	17.02143595	15.57001266	7.86	7.111554851	8.345547937	55.9085514	4210	235375.0014
7662	5528	2.52	190600	60818	NJ	ROCHELLE PARK	BERGEN	5288.808353	10292.7255	77337.36449	126.8529987	21984	15.95592377	15.03491118	7.56	6.372334641	7.390594521	52.31376411	2111	110434.356
7663	13155	2.58	198600	63545	NJ	SADDLE BROOK	BERGEN	4837.994308	10208.12156	75851.51491	104.5538177	23600	17.04530355	14.55943907	7.74	6.56859164	7.629721942	53.5430562	5161	276335.713
7666	39260	2.86	208800	74903	NJ	TEANECK	BERGEN	6519.795784	10971.3869	80434.03473	172.4129413	20866	15.75201699	16.26998801	8.58	7.396763239	8.627254237	56.62602248	13719	776852.4023
7670	13806	2.86	403600	90931	NJ	TENAFLY	BERGEN	3220.529276	12285.40373	87609.10654	99.90873701	25031	18.96630658	16.71536757	8.58	8.424223634	10.0144222	62.70031998	4897	307043.4669
7675	40613	2.75	320600	82723	NJ	WESTWOOD	BERGEN	2559.951611	12546.89045	85440.89367	83.95673462	26279	19.42900222	16.51348929	8.25	7.858741154	9.298337353	61.34957001	14813	908771.1806
7701	23068	2.35	197900	59851	NJ	RED BANK	MONMOUTH	2470.973188	8894.479931	65913.87392	121.679236	19048	14.15537833	13.34617828	7.05	6.249584756	7.298078175	48.09921954	10031	482483.2712
7702	3590	2.96	258300	86911	NJ	SHREWSBURY	MONMOUTH	1627.060509	13041.75563	72336.55883	247.7151977	29075	21.26395603	18.01091957	8.88	8.20226708	9.671696777	66.02883947	1223	80753.27067
7703	439	3.41	225000	87669	NJ	FORT MONMOUTH	MONMOUTH	466.5016731	9591.287814	56378.83859	195.2494113	13879	11.71940128	14.16804987	10.23	8.561812499	9.782466592	54.46173024	137	7461.257042
7704	5937	2.97	305900	97220	NJ	FAIR HAVEN	MONMOUTH	3559.305573	13909.15498	86920.49495	158.2337603	29021	21.64733867	18.34917647	8.91	8.86669036	10.56442424	68.33762974	2037	139203.7518
7711	1934	2.59	288500	88021	NJ	ALLENHURST	MONMOUTH	2596.140422	13579.87922	94466.02775	96.78494474	25460	19.18791375	18.07181183	7.77	8.134029219	9.747515922	62.91127072	881	55424.8295
7712	39908	2.47	188500	40046	NJ	ASBURY PARK	MONMOUTH	3063.123775	8437.375587	62823.23022	71.9110267	15666	11.24303098	12.05282832	7.41	5.015745102	5.589215594	41.31082	17247	712487.7125
7716	8817	2.43	205300	68442	NJ	ATLANTIC HIGHLANDS	MONMOUTH	1615.733288	10253.28739	65192.70406	112.2064665	23956	17.5056624	14.03997483	7.29	6.825322344	8.045233681	53.70619325	3663	196725.7859
7717	2244	2.15	370100	60192	NJ	AVON BY THE SEA	MONMOUTH	5302.595294	10002.61868	76054.79474	91.63240017	17278	13.1333416	14.36894785	6.45	6.199960455	7.317207204	47.46945711	1387	65840.13701
7718	6186	2.92	160800	65920	NJ	BELFORD	MONMOUTH	2580.032732	12483.63468	85188.17439	25.28340037	27646	19.54896466	15.50102551	8.76	6.831638745	7.851364157	58.49299307	2172	127046.781
7719	21697	2.42	188600	57113	NJ	BELMAR	MONMOUTH	1733.951142	10027.35252	68913.74187	81.11120236	20387	14.85454406	13.66328581	7.26	6.0919387	7.06370958	48.93347814	10553	516394.9948
7720	4793	2.09	161200	40878	NJ	BRADLEY BEACH	MONMOUTH	8097.583227	8098.192476	61123.43699	65.33308397	15007	10.96618989	11.65455982	6.27	4.940408873	5.642532301	39.47369088	3132	123631.5998
7721	2573	2.7	145600	47906	NJ	CLIFFWOOD	MONMOUTH	2931.154884	9259.755708	58162.90238	29.3716504	20449	14.45183763	11.80524494	8.1	5.591087066	6.279854751	46.22802439	995	45996.88427
7722	12369	3.16	424900	108608	NJ	COLTS NECK	MONMOUTH	368.6354614	15120.32835	78616.57903	176.9840747	33365	24.73318251	18.87695121	9.48	9.664617373	11.55988043	74.31463151	3629	269687.7978
7723	1533	2.67	447500	63571	NJ	DEAL	MONMOUTH	901.6384765	13231.31262	86741.48473	117.2339667	17603	13.30757258	17.57508156	8.01	6.638167954	7.641836327	53.17265842	1203	63966.70808
7724	23221	2.46	185300	58265	NJ	EATONTOWN	MONMOUTH	1931.460718	9120.888032	59167.81314	109.6772261	20048	14.67959433	12.78339945	7.38	6.183657564	7.166007031	48.19265838	10055	484577.18
7726	40339	3.06	254400	81806	NJ	ENGLISHTOWN	MONMOUTH	848.9987018	13780.52518	76927.10014	99.16481341	28687	20.79089829	16.99586523	9.18	7.910757586	9.235068354	64.11258946	13523	866994.5473
7727	6203	2.9	215400	62420	NJ	FARMINGDALE	MONMOUTH	246.0416761	11421.27846	57949.82722	212.4212448	28273	19.79972084	15.52185798	8.7	6.596551852	7.546893761	58.16502444	2162	125752.7828
7728	50747	2.75	193700	65399	NJ	FREEHOLD	MONMOUTH	884.6438967	11313.49393	70630.86323	117.0709721	23754	17.17080711	15.09694499	8.25	6.748201855	7.79900507	55.06495902	18264	1005706.412
7730	18509	2.89	179300	65734	NJ	HAZLET	MONMOUTH	3392.412023	12521.51119	79017.7343	105.758539	24807	17.79529373	16.31675829	8.67	6.819715384	7.835266501	57.4370339	6463	371215.5501
7731	37796	3.18	173500	71153	NJ	HOWELL	MONMOUTH	1139.134371	13372.84326	72404.98338	137.1346275	29634	20.90585792	16.70984098	9.54	7.274321157	8.319837221	62.74985728	12189	764858.0104
7732	5214	2.09	141300	46092	NJ	HIGHLANDS	MONMOUTH	1400.106283	7955.000092	51994.30883	42.47932487	18064	13.06085896	10.64159808	6.27	5.271073421	6.093266801	41.33679726	2862	118305.9138
7733	15528	3.13	405500	114985	NJ	HOLMDEL	MONMOUTH	875.6614337	15501.27498	90462.98321	70.00680055	31970	24.14249145	18.44740567	9.39	10.0626866	12.11023022	74.15281394	4986	369725.9303
7734	13889	2.77	110200	41318	NJ	KEANSBURG	MONMOUTH	8331.248872	9903.068592	72498.21015	41.88384642	18238	12.78997508	13.16975541	8.31	5.215233773	5.716435308	45.20139958	5373	242867.1199
7735	20658	2.72	131800	53146	NJ	KEYPORT	MONMOUTH	3971.632187	10270.38687	70336.22681	97.72170619	21020	14.99554076	14.02511547	8.16	5.95558603	6.737511964	49.87375422	7806	389314.5254
7737	4426	2.94	175900	72718	NJ	LEONARDO	MONMOUTH	1859.49198	12854.11975	85689.72625	76.47883707	28998	20.64921127	16.47563836	8.82	7.278140936	8.441265047	61.66425561	1541	95024.61789
7738	6223	2.91	299200	94657	NJ	LINCROFT	MONMOUTH	1130.51786	14069.66336	82774.35441	134.5985713	31972	23.3738114	17.96302644	8.73	8.680946432	10.33949045	69.08727473	2151	148606.7279
7739	6158	2.77	300400	94094	NJ	LITTLE SILVER	MONMOUTH	2223.851329	12769.68326	75352.18121	234.1220713	28679	21.36543839	17.90096435	8.31	8.59124298	10.28297724	66.45062296	2283	151706.7722
7740	31671	2.48	136500	38733	NJ	LONG BRANCH	MONMOUTH	5889.004236	8390.744613	62036.20985	65.26247931	15515	11.09116113	11.86527182	7.44	4.938724808	5.476618319	40.81177608	14111	575894.9723
7746	17316	3.16	287900	103255	NJ	MARLBORO	MONMOUTH	1391.368406	15067.07666	84700.28365	142.0440673	32916	24.23605824	18.75858345	9.48	9.325042355	11.09711596	72.8968	5558	405160.4144
7747	29000	2.64	187700	72468	NJ	MATAWAN	MONMOUTH	2385.204233	10571.34444	73661.5237	96.51373889	24142	17.72034501	14.59769431	7.92	7.169185977	8.406130067	55.81335537	11162	622988.6726
7748	28689	2.96	230500	80284	NJ	MIDDLETOWN	MONMOUTH	2169.168531	13833.07439	88189.59753	54.03342033	28805	20.8226825	17.08542195	8.88	7.784597639	9.099191182	63.67189327	9895	630033.3839
7750	3595	2.2	342000	80484	NJ	MONMOUTH BEACH	MONMOUTH	3350.847219	9911.873002	61692.06571	21.3535891	22499	17.15741569	12.39837221	6.6	7.51863165	9.076005457	52.75042501	1969	103865.5868
7751	16887	3.19	290300	102926	NJ	MORGANVILLE	MONMOUTH	1058.522033	15772.82036	87481.78536	95.34243349	32503	23.96366424	18.73424056	9.57	9.311100489	11.06968048	72.64868576	5499	399495.123
7753	32465	2.57	138600	50927	NJ	NEPTUNE	MONMOUTH	2021.252129	10163.63685	75240.99816	100.0471262	19757	14.1651537	14.41102645	7.71	5.763300391	6.53819685	48.58767739	12941	628773.1331
7755	6724	2.88	190200	71331	NJ	OAKHURST	MONMOUTH	2581.879842	13184.42329	81782.04213	91.43527248	26003	18.75557072	16.6660746	8.64	7.18208018	8.32018666	59.56391215	2495	148611.9608
7756	4263	1.67	164900	31991	NJ	OCEAN GROVE	MONMOUTH	11689.21976	7196.374542	58675.85528	85.7423289	12785	9.345219253	11.27710987	5.01	4.224174019	4.852107337	34.70861048	3157	109575.0833
7757	5542	2.71	231400	71458	NJ	OCEANPORT	MONMOUTH	2086.825025	12311.68226	73135.87629	160.4864822	27961	20.01813739	16.43288486	8.13	7.118737603	8.320794729	60.02055459	2103	126223.2263
7758	4892	2.98	153500	59097	NJ	PORT MONMOUTH	MONMOUTH	3181.890024	12245.97961	82904.67874	33.0261893	25173	17.74208662	15.3235058	8.94	6.404979091	7.262414607	55.67298612	1687	93920.32759
7760	9665	2.61	416000	99015	NJ	RUMSON	MONMOUTH	1308.192752	11994.07367	71240.48585	142.6604433	26708	20.3871724	15.95616197	7.83	8.860234752	10.7021236	63.73569272	4072	259531.7407
7762	9216	2.17	296300	59883	NJ	SPRING LAKE	MONMOUTH	3268.275176	9843.623078	68657.80053	77.71115443	19267	14.33850184	13.63192148	6.51	6.18730067	7.291502657	47.95922664	5127	245886.955
7764	8258	2.77	203300	71852	NJ	WEST LONG BRANCH	MONMOUTH	2862.688369	12677.82921	81293.56553	107.8565568	25040	18.21601166	16.57276806	8.31	7.172588134	8.359047403	58.63041526	2535	148628.1027
7801	24396	3.19	162900	56082	NJ	DOVER	MORRIS	1762.4636	9471.395662	58131.30053	228.1920986	21365	15.20588715	14.38068784	9.57	6.308208378	7.015494296	52.48027766	7738	406092.3885
7803	3679	2.7	161900	64643	NJ	MINE HILL	MORRIS	1228.57056	9563.378256	38178.05962	424.2466514	28471	20.05444648	15.7997844	8.1	6.681868212	7.730980049	58.36707915	1388	81013.50585
7821	8654	2.82	179200	79729	NJ	ANDOVER	SUSSEX	216.6901819	10631.93463	20308.07395	527.132596	30912	22.13271848	16.62809012	8.46	7.69898121	9.043889512	63.96367933	3404	217732.3644
7822	843	3.03	202000	75525	NJ	AUGUSTA	SUSSEX	122.3800081	11834.53919	20086.39598	474.5661936	37843	26.22182988	16.71486264	9.09	7.433061795	8.680567019	68.14032133	288	19624.41254
7823	7366	2.48	145200	53402	NJ	BELVIDERE	WARREN	264.4187365	8906.114704	27401.5099	451.1518458	24660	17.31310206	14.9612584	7.44	5.879067742	6.746169535	52.33959774	3148	164765.0537
7825	9419	2.79	195600	64970	NJ	BLAIRSTOWN	WARREN	129.09545	11134.49653	19170.75623	623.0325214	32588	22.57582745	18.02022481	8.37	6.734997959	7.763953272	63.46500349	3524	223650.6723
7826	5833	2.67	163400	59875	NJ	BRANCHVILLE	SUSSEX	116.3900589	10092.50252	20324.0023	514.5990278	26202	18.4752549	16.01279481	8.01	6.36192314	7.316249472	56.17622232	2604	146282.8829
7827	3903	2.68	133400	48438	NJ	MONTAGUE	SUSSEX	81.08391431	9058.233871	22302.58315	380.2153786	26448	18.15811799	13.71480149	8.04	5.632338823	6.326935845	51.87219415	1770	91813.78365
7828	12882	2.59	182000	60729	NJ	BUDD LAKE	MORRIS	804.7953357	8352.121741	39806.00787	312.3561336	25090	17.83898931	13.54077902	7.77	6.398797085	7.387564383	52.9361298	5151	272674.0046
7830	6428	2.79	290400	92370	NJ	CALIFON	HUNTERDON	248.7865174	13114.59597	34441.8249	495.66134	36470	26.07112169	18.69904129	8.37	8.502172664	10.13688601	71.77922166	2353	168896.5086
7832	3539	2.84	192200	64850	NJ	COLUMBIA	WARREN	67.88133269	11115.9917	19241.04992	595.2142727	33595	23.1770789	17.64379097	8.52	6.745176417	7.756163523	63.84220981	1344	85803.92999
7833	159	2.74	164100	55313	NJ	DELAWARE	WARREN	331.799543	9827.932559	26304.5167	627.5140215	20173	14.60496425	17.8343021	8.22	6.037312561	6.916751646	53.61333056	71	3806.546469
7834	17166	2.61	228100	78074	NJ	DENVILLE	MORRIS	1339.698057	10927.56959	61022.89809	277.4075319	26950	19.68920793	16.29452236	7.83	7.51068257	8.888714143	60.21312701	6676	401982.8359
7836	12217	2.78	236900	76040	NJ	FLANDERS	MORRIS	752.7755556	11889.79584	63521.40853	195.8735874	29983	21.42995371	16.1407186	8.34	7.437481884	8.720985151	62.06913935	4443	275773.1861
7838	3149	3	190200	68333	NJ	GREAT MEADOWS	WARREN	119.7238436	12166.702	24413.81564	551.6078709	32281	22.47696343	18.11485312	9	7.014915439	8.064354299	64.67108628	1110	71784.90578
7840	26087	2.5	169800	60862	NJ	HACKETTSTOWN	WARREN	615.4719895	10100.56107	55936.63802	204.8693646	24005	17.21145612	14.43007202	7.5	6.360858462	7.3923259	52.8947125	10647	563170.004
7842	93	2.16	162500	133358	NJ	HIBERNIA	MORRIS	38.23030677	9841.542426	18718.71298	590.8445316	27065	22.1600535	16.86482803	6.48	10.8508844	13.64376061	69.99952654	48	3359.977274
7843	12472	2.79	138200	64192	NJ	HOPATCONG	SUSSEX	3596.535192	8957.495737	20152.69346	536.9603661	26103	18.55017348	15.65679184	8.37	6.692273355	7.697658397	56.96689707	4865	277143.9543
7846	59	2.68	121900	63333	NJ	JOHNSONBURG	WARREN	267.2682467	12460.35324	14435.55334	866.4252471	30779	21.2942195	21.74733302	8.04	6.769452963	7.642524101	65.49352958	24	1571.84471
7847	1498	2.68	167100	51750	NJ	KENVIL	MORRIS	511.6294955	9880.606995	43914.36114	441.281599	24728	17.18538238	16.60986435	8.04	5.912561185	6.623442165	54.37125008	576	31317.84005
7848	4409	2.81	208400	74112	NJ	LAFAYETTE	SUSSEX	195.2332273	10255.52145	24301.1296	399.5586912	32447	22.85635902	15.10037434	8.43	7.328185953	8.556200088	62.2711194	1422	88549.53179
7849	7086	2.66	155500	63785	NJ	LAKE HOPATCONG	MORRIS	990.9106393	8654.632495	21258.84147	526.1228754	26438	18.78721173	15.34785113	7.98	6.601847572	7.653088947	56.36999938	2896	163247.5182
7850	6827	2.86	158500	66295	NJ	LANDING	MORRIS	1971.601658	9235.79704	25577.82656	585.5036595	27807	19.67076574	16.78184465	8.58	6.84495521	7.882261609	59.75982721	2470	147606.7732
7851	250	2.43	158800	49583	NJ	LAYTON	SUSSEX	8.148140495	9218.932199	19857.10975	591.3874676	25282	17.54821805	16.5012231	7.29	5.623531643	6.414090792	53.37706358	135	7205.903583
7852	2558	2.3	195000	63750	NJ	LEDGEWOOD	MORRIS	939.4578542	10460.5937	63130.67245	125.8448288	24127	17.45622585	14.08867705	6.9	6.474507284	7.63188897	52.55129915	1129	59330.41674
7853	13554	3.07	288300	103326	NJ	LONG VALLEY	MORRIS	409.4451758	14606.34165	51084.86836	412.7616864	36623	26.53764223	19.66827739	9.21	9.304574417	11.09962659	75.82012063	4446	337096.2563
7856	3463	2.31	193600	66367	NJ	MOUNT ARLINGTON	MORRIS	1890.550088	9555.926941	53872.7403	256.9061865	23650	17.26175784	14.65051919	6.93	6.652990264	7.85993877	53.35520606	1600	85368.3297
7857	3248	2.36	146700	49224	NJ	NETCONG	MORRIS	2650.898392	7324.113868	33193.05783	453.3356606	20134	14.38826506	14.30304369	7.08	5.571924755	6.378867247	47.72210075	1427	68099.43777
7860	25994	2.66	155900	60904	NJ	NEWTON	SUSSEX	251.0856285	9429.168094	31567.90586	448.2863686	25381	18.01214994	15.53137175	7.98	6.427886251	7.405305863	55.35671381	10582	585784.7455
7863	3873	2.68	146200	58250	NJ	OXFORD	WARREN	184.0803003	9926.41571	32465.00928	499.9213284	28060	19.53320443	16.51134255	8.04	6.282773318	7.179245512	57.54656581	1442	82982.1479
7865	2010	2.82	169400	70607	NJ	PORT MURRAY	WARREN	177.8905263	11222.15747	22183.98849	597.7799214	33478	23.32649062	17.89267932	8.46	7.132094627	8.257007797	65.06827236	739	48085.45327
